Date Shared,Platform,Creator / Channel,URL / Media,Title / Headline,Description / Summary,Category,Tags,AI Tools Mentioned,Followers / Subscribers,Language,Notes
2025-09-30,Website,,https://www.kinso.ai/resources?mcp_token=eyJwaWQiOjE3ODMyMjIsInNpZCI6MjY4Mjg3NDQxLCJheCI6IjBlZGNmNDllMTA0MjkwYmVhNmQ0NDQ5OTYxYjNmNTQ5IiwidHMiOjE3NTkyNjA5MzUsImV4cCI6MTc2MTY4MDEzNX0.KWdnDA836WHpcqnlFkmPbB6IyKpN5iZ49ivPFFO46yI,Resources,,AI Tools / Product Demos,"website, www.kinso.ai",www.kinso.ai,Unknown,EN,
2025-09-29,Instagram,,https://www.instagram.com/reel/DPB4POPjgYS/?igsh=aGdmbjM2ZzlsMWwy,Dpb4popjgys,,Other,"instagram, www.instagram.com",,Unknown,EN,
2025-09-29,YouTube,,https://youtu.be/R-TmnQe8YsI?si=B9d-zi3YaRGy_4TK,R Tmnqe8ysi,,Other,"youtu.be, youtube, yt:R-TmnQe8YsI",,Unknown,EN,
2025-09-29,YouTube,,https://youtube.com/shorts/GC9APhq1h2U?si=YgrcM7jJ6EHTX_Vg,Gc9aphq1h2u,,Other,"youtube, youtube.com, yt:GC9APhq1h2U",,Unknown,EN,
2025-09-29,Website,,https://21st.dev/home,Home,,Other,"21st.dev, website",,Unknown,EN,
2025-09-29,Instagram,,https://www.instagram.com/reel/DPJ08pQDI7X/?igsh=czBlcHhmZndkcmdl,Dpj08pqdi7x,,Other,"instagram, www.instagram.com",,Unknown,EN,
2025-09-29,Instagram,,https://www.instagram.com/reel/DPHrmY3iZl0/?igsh=cXBrb3IyczY4aTF0,Dphrmy3izl0,,Other,"instagram, www.instagram.com",,Unknown,EN,
2025-09-28,Instagram,,https://www.instagram.com/reel/DPFcbVOgQYE/?igsh=ZjRuZjFvNnozd2Ju,Dpfcbvogqye,,Other,"instagram, www.instagram.com",,Unknown,EN,
2025-09-28,Instagram,,https://www.instagram.com/reel/DPEGmr_EXMf/?igsh=MTdxbnM1MTYwazEwNw==,Dpegmr Exmf,,Other,"instagram, www.instagram.com",,Unknown,EN,
2025-09-28,Instagram,,https://www.instagram.com/reel/DOME0-Gj-hT/?igsh=MW9tbjdqMTFwbmEwMQ==,Dome0 Gj Ht,,Other,"instagram, www.instagram.com",,Unknown,EN,
2025-09-28,Instagram,,https://www.instagram.com/reel/DN_xsY6AB0m/?igsh=MTl5ZDQ0anI1Z3Q1cA==,Dn Xsy6ab0m,,Other,"instagram, www.instagram.com",,Unknown,EN,
2025-09-28,Instagram,,https://www.instagram.com/reel/DPH17J4iBx5/?igsh=MWp1ajZpN210cDNueg==,Dph17j4ibx5,,Other,"instagram, www.instagram.com",,Unknown,EN,
2025-09-28,Instagram,,https://www.instagram.com/reel/DOyN7SEkVs4/?igsh=MXRrOXAydnBpYnFyNQ==,Doyn7sekvs4,,Other,"instagram, www.instagram.com",,Unknown,EN,
2025-09-28,Instagram,,https://www.instagram.com/reel/DOVNJp0jQCL/?igsh=MTU0Mnp2c3l5ZjYxdA==,Dovnjp0jqcl,,Other,"instagram, www.instagram.com",,Unknown,EN,
2025-09-28,Instagram,,https://www.instagram.com/reel/DMV43cshZtF/?igsh=ZXNyd2QyeHRoZDYx,Dmv43cshztf,,Other,"instagram, www.instagram.com",,Unknown,EN,
2025-09-28,YouTube,,https://youtube.com/shorts/Qa3xOYaSuPo?si=WJtyzybybxvYUV5G,Qa3xoyasupo,,Other,"youtube, youtube.com, yt:Qa3xOYaSuPo",,Unknown,EN,
2025-09-28,YouTube,,https://youtube.com/shorts/lBJOjP5I6ws?si=_TSTJiejQwpIgF83,Lbjojp5i6ws,,Other,"youtube, youtube.com, yt:lBJOjP5I6ws",,Unknown,EN,
2025-09-28,YouTube,,https://youtube.com/shorts/tpmskj_CfYU?si=Xv7wGaZzwTY5doVq,Tpmskj Cfyu,,Other,"youtube, youtube.com, yt:tpmskj_CfYU",,Unknown,EN,
2025-09-28,YouTube,,https://youtube.com/shorts/RxGm9FbTNMU?si=ljlMfYeZHoh0o91f,Rxgm9fbtnmu,,Other,"youtube, youtube.com, yt:RxGm9FbTNMU",,Unknown,EN,
2025-09-28,YouTube,,https://youtube.com/shorts/23Gu9NxgSPM?si=M4qLi6wx6mR2d7d_,23gu9nxgspm,,Other,"youtube, youtube.com, yt:23Gu9NxgSPM",,Unknown,EN,
2025-09-28,YouTube,,https://youtube.com/shorts/FgeSFM2BWqc?si=BNAG24Y_FJfqe0ju,Fgesfm2bwqc,,Other,"youtube, youtube.com, yt:FgeSFM2BWqc",,Unknown,EN,
2025-09-28,Instagram,,https://www.instagram.com/reel/DOtBsCpEV2u/?igsh=bTdzbTh6aWV5b3do,Dotbscpev2u,,Other,"instagram, www.instagram.com",,Unknown,EN,
2025-09-28,Instagram,,https://www.instagram.com/reel/DPJIHyGESFR/?igsh=NTduNGF5MXA5cGk2,Dpjihygesfr,,Other,"instagram, www.instagram.com",,Unknown,EN,
2025-09-28,YouTube,,https://youtube.com/shorts/waMWcyNCK2w?si=1w3sS0lCDq4CPj_4,Wamwcynck2w,,Other,"youtube, youtube.com, yt:waMWcyNCK2w",,Unknown,EN,
2025-09-28,Instagram,,https://www.instagram.com/reel/DO-czjBkcpv/?igsh=MTA0czd5bnBjNXphZg==,Do Czjbkcpv,,Other,"instagram, www.instagram.com",,Unknown,EN,
2025-09-28,Website,,https://remarkable.com/?utm_source=youtube&utm_medium=paid&utm_campaign=TT03-CO01-DN01%20|%20YT%20|%20Prosp%20|%20Purchase%20|%20rMPP%20Move%20ROW%20|%200925?utm_term=TT01-CO01-DN01%20|%20ROW%20|%20In-market%20|%20rMPP%20Move%20Video%20|%200925&utm_content=AG-24-00002041%20|%20Video%20|%20Launch%20|%20Hero%20pitch%20|%20Product%20|%20%20|%20Medium%20|%201a%20|%20EN%20|%200925&gad_source=2&gad_campaignid=22975049408&gclid=CjwKCAjwuePGBhBZEiwAIGCVS2mcfreVvt81hpeLy7koMeeM4zIx8Z5GFzsUQalDFxEcgfGbUhCFtxoCgMIQAvD_BwE,remarkable.com,,AI Creative / How-To,"remarkable.com, video, website",,Unknown,EN,
2025-09-28,Instagram,,https://www.instagram.com/reel/DO52oo9EZJS/?igsh=cm5zMHcyNnlpdW94,Do52oo9ezjs,,Other,"instagram, www.instagram.com",,Unknown,EN,
2025-09-28,Instagram,,https://www.instagram.com/reel/DObIhTKDRLk/?igsh=MWhveW94bWFqYjhjcw==,Dobihtkdrlk,,Other,"instagram, www.instagram.com",,Unknown,EN,
2025-09-28,Instagram,,https://www.instagram.com/reel/DA8kxupvEzk/?igsh=MW5rZXl4ZjlxNjl3eg==,Da8kxupvezk,,Other,"instagram, www.instagram.com",,Unknown,EN,
2025-09-28,Instagram,,https://www.instagram.com/reel/DPEQRawDUUp/?igsh=MWJoN2RobW8wMDIxZA==,Dpeqrawduup,,Other,"instagram, www.instagram.com",,Unknown,EN,
2025-09-28,YouTube,,https://youtu.be/Dif1hwBejCk?si=LziS_YzKB1QBGVwq,Dif1hwbejck,,Other,"youtu.be, youtube, yt:Dif1hwBejCk",,Unknown,EN,
2025-09-28,Instagram,,https://www.instagram.com/reel/DN7-ksqkZUO/?igsh=MXVsdjdvNXVza3NiNQ==,Dn7 Ksqkzuo,,Other,"instagram, www.instagram.com",,Unknown,EN,
2025-09-28,Instagram,,https://www.instagram.com/reel/DODtsdAkSgr/?igsh=MWE3eXpnaHFqY2Qzbw==,Dodtsdaksgr,,Other,"instagram, www.instagram.com",,Unknown,EN,
2025-09-28,Instagram,,https://www.instagram.com/reel/DOOR1AJkQUK/?igsh=YTRpZXc1bmNidmxm,Door1ajkquk,,Other,"instagram, www.instagram.com",,Unknown,EN,
2025-09-28,Instagram,,https://www.instagram.com/reel/DOaeE3WERqJ/?igsh=MWNodGsyeXZqdGEzNQ==,Doaee3werqj,,Other,"instagram, www.instagram.com",,Unknown,EN,
2025-09-28,Instagram,,https://www.instagram.com/reel/DO0jYsnkcIe/?igsh=eGVnMmUyZjE3YzRy,Do0jysnkcie,,Other,"instagram, www.instagram.com",,Unknown,EN,
2025-09-27,TikTok,,https://www.tiktok.com/t/ZP8ScJWk5/,Zp8scjwk5,,Other,"tiktok, www.tiktok.com",,Unknown,EN,
2025-09-27,YouTube,,https://youtu.be/aOKTstUyWFA?si=FH1g0rc_OeAwJqF7,Aoktstuywfa,,Other,"youtu.be, youtube, yt:aOKTstUyWFA",,Unknown,EN,
2025-09-27,YouTube,,https://youtube.com/shorts/4dqhgCM6LNU?si=EJlFvcm6PFc_Mgzq,4dqhgcm6lnu,,Other,"youtube, youtube.com, yt:4dqhgCM6LNU",,Unknown,EN,
2025-09-27,YouTube,,https://youtube.com/shorts/EOPo7yL86vE?si=ugvekJCvWOY9PJPR,Eopo7yl86ve,,Other,"youtube, youtube.com, yt:EOPo7yL86vE",,Unknown,EN,
2025-09-27,YouTube,,https://youtube.com/shorts/gEElEzKazYA?si=Bd27rnm2kPEBhu5Z,Geelezkazya,,Other,"youtube, youtube.com, yt:gEElEzKazYA",,Unknown,EN,
2025-09-27,YouTube,,https://youtube.com/shorts/yPGimRqITrc?si=2OxTbITOOzfFPJxj,Ypgimrqitrc,,Other,"youtube, youtube.com, yt:yPGimRqITrc",,Unknown,EN,
2025-09-27,YouTube,,https://youtube.com/shorts/vtPOBzq4zrs?si=fOSbQVhkEsPRWmkR,Vtpobzq4zrs,,Other,"youtube, youtube.com, yt:vtPOBzq4zrs",,Unknown,EN,
2025-09-27,YouTube,,https://youtube.com/shorts/7uFs6NzlO-Q?si=SokeYiSA6a2MqSwG,7ufs6nzlo Q,,Other,"youtube, youtube.com, yt:7uFs6NzlO-Q",,Unknown,EN,
2025-09-27,YouTube,,https://youtube.com/shorts/mXiZdeqmY5g?si=J9E7Wj8XFlWaoFHJ,Mxizdeqmy5g,,Other,"youtube, youtube.com, yt:mXiZdeqmY5g",,Unknown,EN,
2025-09-27,YouTube,,https://youtube.com/shorts/1GxSEo2i-7w?si=qhhlBD1ns_PHA3pk,1gxseo2i 7w,,AI Business / Strategy,"youtube, youtube.com, yt:1GxSEo2i-7w",,Unknown,EN,
2025-09-27,TikTok,,https://www.tiktok.com/t/ZP8SvWdJs/,Zp8svwdjs,,Other,"tiktok, www.tiktok.com",,Unknown,EN,
2025-09-27,TikTok,,https://www.tiktok.com/t/ZP8SvtdHt/,Zp8svtdht,,Other,"tiktok, www.tiktok.com",,Unknown,EN,
2025-09-27,TikTok,,https://www.tiktok.com/t/ZP8SvEJaD/,Zp8svejad,,AI Creative / How-To,"tiktok, www.tiktok.com",,Unknown,EN,
2025-09-27,TikTok,,https://www.tiktok.com/t/ZP8Svckon/,Zp8svckon,,Other,"tiktok, www.tiktok.com",,Unknown,EN,
2025-09-27,TikTok,,https://www.tiktok.com/t/ZP8Sc8uR2/,Zp8sc8ur2,,Other,"tiktok, www.tiktok.com",,Unknown,EN,
2025-09-27,TikTok,,https://www.tiktok.com/t/ZP8Sc2CbR/,Zp8sc2cbr,,Other,"tiktok, www.tiktok.com",,Unknown,EN,
2025-09-27,Website,,https://www.udemy.com/course/ai-video-school/learn/lecture/47653335#overview,47653335,,AI Creative / How-To,"video, website, www.udemy.com",,Unknown,EN,
2025-09-27,TikTok,,https://www.tiktok.com/t/ZP8Svwv4q/,Zp8svwv4q,,Other,"tiktok, www.tiktok.com",,Unknown,EN,
2025-09-26,Website,,https://www.intangible.ai/,www.intangible.ai,,AI Tools / Product Demos,"website, www.intangible.ai",www.intangible.ai,Unknown,EN,
2025-09-26,Instagram,,https://www.instagram.com/reel/DNrEuBd5NVr/?igsh=MThhY3N1bmV0cHRwNQ==,Dnreubd5nvr,,Other,"instagram, www.instagram.com",,Unknown,EN,
2025-09-26,Instagram,,https://www.instagram.com/reel/DNyfeR15EeZ/?igsh=MzZnaXowdzRhdGhq,Dnyfer15eez,,Other,"instagram, www.instagram.com",,Unknown,EN,
2025-09-26,Instagram,,https://www.instagram.com/reel/DN367FXkltJ/?igsh=eG5wdWxvdGl6MWdy,Dn367fxkltj,,Other,"instagram, www.instagram.com",,Unknown,EN,
2025-09-26,Instagram,,https://www.instagram.com/reel/C7zasc1PVHv/?igsh=MWZ6NzlucnA5ZDI3cg==,C7zasc1pvhv,,Other,"instagram, www.instagram.com",,Unknown,EN,
2025-09-26,Instagram,,https://www.instagram.com/reel/DI1fKRzpRk4/?igsh=NHpqejRmdGQ3bnFq,Di1fkrzprk4,,Other,"instagram, www.instagram.com",,Unknown,EN,
2025-09-26,Instagram,,https://www.instagram.com/reel/DNgOmd3JBeL/?igsh=MXBldnJtNDA5YXRqag==,Dngomd3jbel,,Other,"instagram, www.instagram.com",,Unknown,EN,
2025-09-26,Instagram,,https://www.instagram.com/reel/DBG-A1exnV5/?igsh=bGg4Zjg2NjZkaGp3,Dbg A1exnv5,,Other,"instagram, www.instagram.com",,Unknown,EN,
2025-09-26,Instagram,,https://www.instagram.com/reel/DKkPfanx-ek/?igsh=MXQyZGxnM21ybjY5Mw==,Dkkpfanx Ek,,Other,"instagram, www.instagram.com",,Unknown,EN,
2025-09-26,Instagram,,https://www.instagram.com/reel/DOru6QVgZGl/?igsh=MXg5ZDc4NW5kNzdiOA==,Doru6qvgzgl,,Other,"instagram, www.instagram.com",,Unknown,EN,
2025-09-26,Instagram,,https://www.instagram.com/reel/DPDu1wajDU8/?igsh=dXdlaHgxZzU1NTE3,Dpdu1wajdu8,,Other,"instagram, www.instagram.com",,Unknown,EN,
2025-09-26,Instagram,,https://www.instagram.com/reel/DNGdBW5Jnqu/?igsh=MWp6eWkwa2c4Zjkx,Dngdbw5jnqu,,Other,"instagram, www.instagram.com",,Unknown,EN,
2025-09-26,Instagram,,https://www.instagram.com/reel/DM2xD1-Rjga/?igsh=MW9iMjM2Z2Eya3F2aA==,Dm2xd1 Rjga,,Other,"instagram, www.instagram.com",,Unknown,EN,
2025-09-26,Instagram,,https://www.instagram.com/reel/DPAIy5FD31U/?igsh=MWg5MnJmbm9iZHBwMA==,Dpaiy5fd31u,,Other,"instagram, www.instagram.com",,Unknown,EN,
2025-09-26,Instagram,,https://www.instagram.com/reel/DPBRzn5jMbF/?igsh=MWZteW4wMjl0bTBxbA==,Dpbrzn5jmbf,,Other,"instagram, www.instagram.com",,Unknown,EN,
2025-09-26,Instagram,,https://www.instagram.com/reel/DOYS1enDN29/?igsh=NGE4OGk4YTNlZ3g5,Doys1endn29,,Other,"instagram, www.instagram.com",,Unknown,EN,
2025-09-26,Instagram,,https://www.instagram.com/reel/DN5SVl7EzdN/?igsh=dHVtZzJ4aGJlMTNy,Dn5svl7ezdn,,Other,"instagram, www.instagram.com",,Unknown,EN,
2025-09-26,YouTube,,https://youtube.com/shorts/f6GmJbAvuxg?si=fAN3dKKu6dqg9b0T,F6gmjbavuxg,,Other,"youtube, youtube.com, yt:f6GmJbAvuxg",,Unknown,EN,
2025-09-26,YouTube,,https://youtube.com/shorts/ofWcCy7H-XM?si=4EubhC51tl9SPQs4,Ofwccy7h Xm,,Other,"youtube, youtube.com, yt:ofWcCy7H-XM",,Unknown,EN,
2025-09-26,Instagram,,https://www.instagram.com/reel/DO-azlkCEfb/?igsh=aWhwcjZuZXU2eWt3,Do Azlkcefb,,Other,"instagram, www.instagram.com",,Unknown,EN,
2025-09-25,YouTube,,https://youtube.com/shorts/jocoOcvKN3k?si=aQT_Lt55RmBAvwPd,Jocoocvkn3k,,Other,"youtube, youtube.com, yt:jocoOcvKN3k",,Unknown,EN,
2025-09-25,YouTube,,https://youtu.be/m7cdSfIiALE?si=b6SHoB8RE-SI7jtG,M7cdsfiiale,,Other,"youtu.be, youtube, yt:m7cdSfIiALE",,Unknown,EN,
2025-09-25,YouTube,,https://youtu.be/vVuIX8j0QpE?si=BeLBkxD6j6284lXT,Vvuix8j0qpe,,Other,"youtu.be, youtube, yt:vVuIX8j0QpE",,Unknown,EN,
2025-09-25,YouTube,,https://youtube.com/shorts/nbp8b4_XCGQ?si=3KmAL4dF48AnwR2X,Nbp8b4 Xcgq,,Other,"youtube, youtube.com, yt:nbp8b4_XCGQ",,Unknown,EN,
2025-09-25,YouTube,,https://youtube.com/shorts/k8gw9dCzTTM?si=dlXjh77_8gIbQitG,K8gw9dczttm,,Other,"youtube, youtube.com, yt:k8gw9dCzTTM",,Unknown,EN,
2025-09-24,Instagram,,https://www.instagram.com/reel/DO0TsZ1jE6C/?igsh=eDd1bnVlZnVlcGhp,Do0tsz1je6c,,Other,"instagram, www.instagram.com",,Unknown,EN,
2025-09-24,Website,,https://www.contentcreator.com/the-ai-creator-course,The Ai Creator Course,,Other,"website, www.contentcreator.com",,Unknown,EN,
2025-09-24,YouTube,,https://youtube.com/shorts/LRFgcj5NHwc?si=s8ycfTuzniWsVwZI,Lrfgcj5nhwc,,Other,"youtube, youtube.com, yt:LRFgcj5NHwc",,Unknown,EN,
2025-09-24,Website,,https://www.oboe.fyi/courses/producing-dynamic-videos-for-campaigns-and-visual-effects-using-ai-uo151h1z,Producing Dynamic Videos For Campaigns And Visual Effects Using Ai Uo151h1z,,AI Creative / How-To,"video, website, www.oboe.fyi",,Unknown,EN,
2025-09-23,YouTube,,https://youtube.com/shorts/OlxZi9i1jgQ?si=GkFeVKTuN53-SOpD,Olxzi9i1jgq,,Other,"youtube, youtube.com, yt:OlxZi9i1jgQ",,Unknown,EN,
2025-09-23,TikTok,,https://www.tiktok.com/t/ZP8Sb9PYq/,Zp8sb9pyq,,Other,"tiktok, www.tiktok.com",,Unknown,EN,
2025-09-23,TikTok,,https://www.tiktok.com/t/ZP8Sbkchq/,Zp8sbkchq,,Other,"tiktok, www.tiktok.com",,Unknown,EN,
2025-09-23,TikTok,,https://www.tiktok.com/t/ZP8SbPmBV/,Zp8sbpmbv,,Other,"tiktok, www.tiktok.com",,Unknown,EN,
2025-09-23,TikTok,,https://www.tiktok.com/t/ZP8SbAfP2/,Zp8sbafp2,,Other,"tiktok, www.tiktok.com",,Unknown,EN,
2025-09-23,TikTok,,https://www.tiktok.com/t/ZP8SbB6Rx/,Zp8sbb6rx,,Other,"tiktok, www.tiktok.com",,Unknown,EN,
2025-09-23,TikTok,,https://www.tiktok.com/t/ZP8Sb9611/,Zp8sb9611,,Other,"tiktok, www.tiktok.com",,Unknown,EN,
2025-09-23,TikTok,,https://www.tiktok.com/t/ZP8SbAo93/,Zp8sbao93,,Other,"tiktok, www.tiktok.com",,Unknown,EN,
2025-09-23,TikTok,,https://www.tiktok.com/t/ZP8Sbjjbu/,Zp8sbjjbu,,Other,"tiktok, www.tiktok.com",,Unknown,EN,
2025-09-23,Website,,https://motionarray.com/premiere-pro-presets/cinematic-fades-and-transitions-1384900/,Cinematic Fades And Transitions 1384900,,AI Creative / How-To,"motionarray.com, website",,Unknown,EN,
2025-09-23,TikTok,,https://www.tiktok.com/t/ZP8Sbmntp/,Zp8sbmntp,,Other,"tiktok, www.tiktok.com",,Unknown,EN,
2025-09-23,TikTok,,https://www.tiktok.com/t/ZP8SbHtrr/,Zp8sbhtrr,,Other,"tiktok, www.tiktok.com",,Unknown,EN,
2025-09-23,TikTok,,https://www.tiktok.com/t/ZP8SbAVax/,Zp8sbavax,,Other,"tiktok, www.tiktok.com",,Unknown,EN,
2025-09-23,TikTok,,https://www.tiktok.com/t/ZP8SbkYhu/,Zp8sbkyhu,,Other,"tiktok, www.tiktok.com",,Unknown,EN,
2025-09-23,TikTok,,https://www.tiktok.com/t/ZP8Sb99rR/,Zp8sb99rr,,Other,"tiktok, www.tiktok.com",,Unknown,EN,
2025-09-23,TikTok,,https://www.tiktok.com/t/ZP8SbCCrn/,Zp8sbccrn,,Other,"tiktok, www.tiktok.com",,Unknown,EN,
2025-09-23,TikTok,,https://www.tiktok.com/t/ZP8Sb6QKL/,Zp8sb6qkl,,Other,"tiktok, www.tiktok.com",,Unknown,EN,
2025-09-23,TikTok,,https://www.tiktok.com/t/ZP8SbMrkM/,Zp8sbmrkm,,Other,"tiktok, www.tiktok.com",,Unknown,EN,
2025-09-23,TikTok,,https://www.tiktok.com/t/ZP8Sb62EU/,Zp8sb62eu,,Other,"tiktok, www.tiktok.com",,Unknown,EN,
2025-09-23,TikTok,,https://www.tiktok.com/t/ZP8Sb9Be8/,Zp8sb9be8,,Other,"tiktok, www.tiktok.com",,Unknown,EN,
2025-09-23,TikTok,,https://www.tiktok.com/t/ZP8Sb22Sp/,Zp8sb22sp,,Other,"tiktok, www.tiktok.com",,Unknown,EN,
2025-09-23,TikTok,,https://www.tiktok.com/t/ZP8Sb2e2p/,Zp8sb2e2p,,Other,"tiktok, www.tiktok.com",,Unknown,EN,
2025-09-22,Instagram,,https://www.instagram.com/reel/DOzg26zDkOW/?igsh=MW5tbTNibTQwejB4aQ==,Dozg26zdkow,,Other,"instagram, www.instagram.com",,Unknown,EN,
2025-09-22,Instagram,,https://www.instagram.com/reel/C-c6atiMKBw/?igsh=MWI2NjFyNmc2djZwNA==,C C6atimkbw,,Other,"instagram, www.instagram.com",,Unknown,EN,
2025-09-22,YouTube,,https://youtu.be/F6U_fLC_NvM?si=Ezjv777iSCE3SF5p,F6u Flc Nvm,,Other,"youtu.be, youtube, yt:F6U_fLC_NvM",,Unknown,EN,
2025-09-22,Website,,https://hyperflow.digital/ai-advertising/,Ai Advertising,,AI Creative / How-To,"hyperflow.digital, website",,Unknown,EN,
2025-09-20,Instagram,,https://www.instagram.com/reel/DIgm6htsYKK/?igsh=M2R6aXRyNzZwM3Bh,Digm6htsykk,,Other,"instagram, www.instagram.com",,Unknown,EN,
2025-09-20,YouTube,,https://youtu.be/wgD9vlfL1Gs?si=NU6378AMcZGh6Vat,Wgd9vlfl1gs,,Other,"youtu.be, youtube, yt:wgD9vlfL1Gs",,Unknown,EN,
2025-09-20,Instagram,,https://www.instagram.com/reel/DOd7slODvq3/?igsh=MW4yN3hpNjFoczZkZw==,Dod7slodvq3,,Other,"instagram, www.instagram.com",,Unknown,EN,
2025-09-20,Website,,https://time.com/collections/time100-ai-2025/,Time100 Ai 2025,,Other,"time.com, website",,Unknown,EN,
2025-09-20,YouTube,,https://youtu.be/JWRXlgushto?si=-O1F876WV5BVIyPo,Jwrxlgushto,,Other,"youtu.be, youtube, yt:JWRXlgushto",,Unknown,EN,
2025-09-20,Instagram,,https://www.instagram.com/reel/DN0pWdMZsSL/?igsh=MWs0bDB5enIyem15dQ==,Dn0pwdmzssl,,Other,"instagram, www.instagram.com",,Unknown,EN,
2025-09-20,Instagram,,https://www.instagram.com/reel/DM8ty_1xGug/?igsh=ZGJzY2l4bWZ0d2Jh,Dm8ty 1xgug,,Other,"instagram, www.instagram.com",,Unknown,EN,
2025-09-20,Instagram,,https://www.instagram.com/reel/DDwUhBhRsXC/?igsh=N2w2d3B3c2dmOTIy,Ddwuhbhrsxc,,Other,"instagram, www.instagram.com",,Unknown,EN,
2025-09-20,Instagram,,https://www.instagram.com/reel/DNyfnNnQP3I/?igsh=bHlsdzg4cnQ5bnI4,Dnyfnnnqp3i,,Other,"instagram, www.instagram.com",,Unknown,EN,
2025-09-20,Instagram,,https://www.instagram.com/reel/DJJw70Ag_ek/?igsh=ZWN0Z3RyODI1dDN4,Djjw70ag Ek,,Other,"instagram, www.instagram.com",,Unknown,EN,
2025-09-20,TikTok,,https://www.tiktok.com/t/ZP8SQYSA9/,Zp8sqysa9,,Other,"tiktok, www.tiktok.com",,Unknown,EN,
2025-09-20,TikTok,,https://www.tiktok.com/t/ZP8SxECmn/,Zp8sxecmn,,Other,"tiktok, www.tiktok.com",,Unknown,EN,
2025-09-20,TikTok,,https://www.tiktok.com/t/ZP8Sx7Jno/,Zp8sx7jno,,Other,"tiktok, www.tiktok.com",,Unknown,EN,
2025-09-20,TikTok,,https://www.tiktok.com/t/ZP8Sxo6Qf/,Zp8sxo6qf,,Other,"tiktok, www.tiktok.com",,Unknown,EN,
2025-09-20,TikTok,,https://www.tiktok.com/t/ZP8SxWWef/,Zp8sxwwef,,Other,"tiktok, www.tiktok.com",,Unknown,EN,
2025-09-20,WhatsApp Media,,,Media (not included in export),,Other,"whatsapp, media",,Unknown,EN,Media omitted in WhatsApp export
2025-09-19,YouTube,,https://youtu.be/Nz0SzfTpzVs?si=DGMMROUdYzArxeHW,Nz0szftpzvs,,Other,"youtu.be, youtube, yt:Nz0SzfTpzVs",,Unknown,EN,
2025-09-18,YouTube,,https://youtu.be/1eF5ENSQyD8?si=6vTbQwqNd7Xz9isf,1ef5ensqyd8,,Other,"youtu.be, youtube, yt:1eF5ENSQyD8",,Unknown,EN,
2025-09-18,YouTube,,https://youtu.be/dkkcX6gmnlQ?si=Hk14ZoFCTDbC900N,Dkkcx6gmnlq,,Other,"youtu.be, youtube, yt:dkkcX6gmnlQ",,Unknown,EN,
2025-09-17,YouTube,,https://youtube.com/shorts/Wxub5HX513c?si=WzkogyVu6FTTQIbP,Wxub5hx513c,,Other,"youtube, youtube.com, yt:Wxub5HX513c",,Unknown,EN,
2025-09-17,YouTube,,https://youtu.be/OGdJjrxiswc?si=OICzhMpGpSHwgcsL,Ogdjjrxiswc,,Other,"youtu.be, youtube, yt:OGdJjrxiswc",,Unknown,EN,
2025-09-16,TikTok,,https://www.tiktok.com/t/ZP8SfJmvp/,Zp8sfjmvp,,Other,"tiktok, www.tiktok.com",,Unknown,EN,
2025-09-16,YouTube,,https://youtube.com/shorts/-kyC0L3yBfQ?si=-6vawTa2EYF4u_ew,Kyc0l3ybfq,,Other,"youtube, youtube.com, yt:-kyC0L3yBfQ",,Unknown,EN,
2025-09-16,Instagram,,https://www.instagram.com/reel/DLAfpcbh8I9/?igsh=ajExeTh0YXZnbGUw,Dlafpcbh8i9,,Other,"instagram, www.instagram.com",,Unknown,EN,
2025-09-15,YouTube,,https://youtube.com/shorts/E9_LrwXJIpg?si=as2Cv3cCWWQSePys,E9 Lrwxjipg,,Other,"youtube, youtube.com, yt:E9_LrwXJIpg",,Unknown,EN,
2025-09-13,Website,,https://inflection.ai/,inflection.ai,,AI Tools / Product Demos,"inflection.ai, website",inflection.ai,Unknown,EN,
2025-09-13,TikTok,,https://www.tiktok.com/t/ZP8Shtrv8/,Zp8shtrv8,,Other,"tiktok, www.tiktok.com",,Unknown,EN,
2025-09-13,Instagram,,https://www.instagram.com/reel/DOJBf-wDJy9/?igsh=MWdvaWlqbTYxOTl4,Dojbf Wdjy9,,Other,"instagram, www.instagram.com",,Unknown,EN,
2025-09-13,Website,,https://slideworks.io/templates/business-case?utm_source=google&utm_medium=ads&utm_campaign=business-case&gad_source=2&gad_campaignid=21180933761&gclid=Cj0KCQjwrJTGBhCbARIsANFBfguw92U8yY-71ZVQXaE4Khv8nqugTptowapo1qmUtMnatqvVWvfpnhoaAmUFEALw_wcB,Business Case,,AI Creative / How-To,"ads, slideworks.io, website",,Unknown,EN,
2025-09-13,Instagram,,https://www.instagram.com/reel/DObDC5HDoRw/?igsh=Z2xjcnQ2NTd0dWl2,Dobdc5hdorw,,Other,"instagram, www.instagram.com",,Unknown,EN,
2025-09-13,YouTube,,https://youtu.be/QOMnIVT4P2w?si=cGbuh9mEZcMIzbq9,Qomnivt4p2w,,Other,"youtu.be, youtube, yt:QOMnIVT4P2w",,Unknown,EN,
2025-09-13,Instagram,,https://www.instagram.com/reel/DOHPnlCEf0j/?igsh=MTgxdGR6enRmMGJkaw==,Dohpnlcef0j,,Other,"instagram, www.instagram.com",,Unknown,EN,
2025-09-13,WhatsApp Media,,,Media (not included in export),,Other,"whatsapp, media",,Unknown,EN,Media omitted in WhatsApp export
2025-09-12,TikTok,,https://www.tiktok.com/t/ZP8S6dq9C/,Zp8s6dq9c,,Other,"tiktok, www.tiktok.com",,Unknown,EN,
